,object detected,requestid,model,resolution,contrast,sharpness,brightness,saturation,noise,blur,image id,correctly detect,true class
2751,"[['person', 0.7472342550754547], ['person', 0.6297487169504166]]",7a1f09f0-9490-4872-8d59-8e4c06cb7e65,aggregated,"[640, 427]",1894.84,1894.84,206.26,47.62,59.815939695550355,1894.837957526178,16954781749_4c32123444_z_degraded.jpg,1,person
2752,"[['bear', 0.6476972103118896], ['cat', 0.6199509501457214]]",3b798413-76b4-4afd-bd80-71d8b2bc0180,aggregated,"[640, 480]",1322.09,1322.09,202.94,34.65,59.47916666666667,1322.091863973141,6924362656_d86bedc2e4_z_degraded.jpg,1,cat
2753,"[['microwave', 0.7866340279579163], ['person', 0.8026241958141327], ['oven', 0.6635496020317078], ['refrigerator', 0.8824011087417603], ['bowl', 0.5921733379364014], ['refrigerator', 0.46008065342903137], ['oven', 0.4365268051624298], ['dining table', 0.3559218943119049], ['refrigerator', 0.34348583221435547]]",2be53a25-fbd0-49d3-a527-18aec591971e,aggregated,"[428, 639]",1120.61,1120.61,162.1,76.13,41.822795547950214,1120.613420883282,10915137264_e8c23d54b4_z_degraded.jpg,1,person
2754,"[['person', 0.6707834601402283], ['motorcycle', 0.39822494983673096]]",dc6e5dee-2371-4c1b-ad1c-4847f28ac8b8,aggregated,"[427, 640]",13945.8,13945.8,157.76,86.24,36.21706674473067,13945.80124705198,15235483580_08696e0988_z_degraded.jpg,0,bicycle
2755,"[['elephant', 0.3310300409793854], ['cat', 0.7645515203475952], ['clock', 0.2616845369338989]]",becc6818-42d6-4f15-b4b2-c4b67e4efaa4,aggregated,"[640, 519]",1473.1,1473.1,112.76,42.76,33.46248795761079,1473.0966156174645,8523144329_569f1781b3_z_degraded.jpg,1,cat
2756,"[['car', 0.8568466901779175], ['car', 0.7468275427818298]]",d35ab743-3a20-41fa-aadd-c0a1c0fbc8fc,aggregated,"[640, 480]",6084.35,6084.35,157.01,99.83,37.11295572916667,6084.350877339638,7035751851_15d745cf2c_z_degraded.jpg,1,car
2757,"[['car', 0.324235200881958], ['car', 0.9376852512359619], ['car', 0.5380821228027344], ['car', 0.44800055027008057], ['truck', 0.44259390234947205], ['car', 0.424844890832901], ['car', 0.4154791235923767], ['car', 0.3599802255630493], ['car', 0.3562465310096741], ['car', 0.3129514455795288], ['car', 0.26964646577835083], ['car', 0.2522064745426178]]",d69b63c8-5a88-4c0c-ad5b-367703422b95,aggregated,"[640, 480]",4870.82,4870.82,186.6,65.04,48.479166666666664,4870.823034798133,8125475_d0a1063029_z_degraded.jpg,1,car
2758,"[['clock', 0.503922164440155], ['bear', 0.2602647840976715]]",aa11db49-6006-4375-8a88-bfcced2e50c7,aggregated,"[426, 640]",272.89,272.89,196.05,19.69,51.582673122065735,272.89243565345544,3360078465_de3ceaa137_z_degraded.jpg,0,cat
2759,"[['bicycle', 0.6509756147861481], ['bicycle', 0.5062160491943359], ['bicycle', 0.4431575536727905], ['bicycle', 0.3849647641181946], ['bicycle', 0.416817307472229], ['bicycle', 0.4105093479156494], ['bicycle', 0.3925958573818207], ['bicycle', 0.30806517601013184], ['bicycle', 0.3017531931400299], ['bicycle', 0.2950924038887024], ['bicycle', 0.2585006356239319], ['bicycle', 0.3942241668701172], ['bicycle', 0.3418208360671997], ['bicycle', 0.33426275849342346], ['bicycle', 0.31412142515182495], ['bicycle', 0.3020753264427185], ['bicycle', 0.28474515676498413], ['bicycle', 0.2803255617618561], ['bicycle', 0.25991734862327576]]",2dfe5586-c949-4cca-bff2-cd559206aba8,aggregated,"[640, 427]",12286.13,12286.13,173.36,39.96,43.744877049180324,12286.130059554936,16679943419_b0fd9b6858_z_degraded.jpg,1,bicycle
2760,"[['bicycle', 0.7235531806945801]]",21a8d2fc-5202-490f-934e-d2e25ee95529,aggregated,"[640, 426]",1461.43,1461.43,134.99,69.86,10.11150234741784,1461.4336619665435,6459633873_5effb4b6e5_z_degraded.jpg,1,bicycle
2761,"[['elephant', 0.2667236626148224], ['teddy bear', 0.2758825719356537]]",4810691a-2ba8-42e7-9681-84a1f974268d,aggregated,"[640, 626]",589.8,589.8,129.23,56.73,61.20681908945688,589.7977510702763,7492624590_e473685314_z_degraded.jpg,0,dog
2762,"[['truck', 0.3708055019378662]]",56a5082c-c3d9-4c16-a039-11d81e8193e9,aggregated,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
2763,"[['person', 0.5552371144294739], ['person', 0.4368468225002289], ['person', 0.7015423774719238]]",96c91d49-8b90-498c-a196-1fb3a40c10f3,aggregated,"[640, 425]",6192.32,6192.32,200.46,62.56,52.292647058823526,6192.321421821894,14811525368_d8b774e40a_z_degraded.jpg,0,bicycle
2764,"[['person', 0.8813810050487518], ['person', 0.8364715874195099], ['suitcase', 0.2701965272426605]]",e5912597-0845-4a08-a1a8-0932ab7fb2ac,aggregated,"[640, 425]",1384.23,1384.23,167.71,43.41,45.237500000000004,1384.2270417438226,8183126241_e78c7f86ba_z_degraded.jpg,1,person
2765,"[['bear', 0.7916982173919678]]",36c2e914-7e19-42f4-a756-fc7b3471b142,aggregated,"[640, 480]",941.66,941.66,206.42,66.77,54.55468750000001,941.6617994626258,8730902798_bfe9360f4e_z_degraded.jpg,0,dog
2766,"[['dog', 0.3489057719707489], ['dog', 0.5658540725708008], ['person', 0.46449342370033264]]",2846b384-e102-4e2e-83ac-f63bf429970c,aggregated,"[640, 427]",829.23,829.23,152.32,122.16,32.97460480093677,829.2274780620107,16107639462_07e2d4455d_z_degraded.jpg,1,dog
2767,"[['umbrella', 0.4124652147293091], ['dog', 0.3298165500164032]]",70233aa4-c2d4-4f6e-9803-6ea50b4a93a8,aggregated,"[480, 640]",4817.54,4817.54,109.58,106.68,14.379557291666668,4817.542750889081,105398161_799ded9b2a_z_degraded.jpg,1,dog
2768,"[['bicycle', 0.6303516924381256], ['bicycle', 0.33143430948257446], ['bicycle', 0.3699564039707184], ['motorcycle', 0.29860541224479675]]",ba96b4a9-b722-4b36-aa6c-ca2866e2bb33,aggregated,"[480, 640]",3476.6,3476.6,176.68,50.44,31.326497395833336,3476.601096213405,7548613890_a6272237ac_z_degraded.jpg,1,bicycle
2769,"[['cat', 0.5015255361795425]]",a725f2b4-8a16-46b5-b197-04373de4c873,aggregated,"[640, 480]",6.3,6.3,244.93,29.83,87.53776041666667,6.299846990701886,4226351112_a6f67d031e_z_degraded.jpg,1,cat
2770,"[['person', 0.7791814506053925], ['bicycle', 0.559653103351593], ['car', 0.665325790643692], ['car', 0.31298813223838806], ['car', 0.42301373183727264], ['car', 0.6650354862213135], ['tie', 0.5529159903526306], ['bicycle', 0.5458056330680847], ['bicycle', 0.3799646198749542]]",66262bf6-b385-47b0-86a0-79c5fdc8d0d6,aggregated,"[600, 379]",2657.77,2657.77,199.65,33.58,65.54309586631486,2657.773276631768,9549882142_c59c04bac0_z_degraded.jpg,1,car
2771,[],a295043f-ed1c-4fae-9b0a-1ea6bf40cbda,aggregated,"[640, 480]",76.4,76.4,121.02,112.54,35.775390625,76.39644147058065,80536950_5993089209_z_degraded.jpg,0,cat
2772,"[['car', 0.8227939009666443], ['bird', 0.5073666572570801]]",256fd674-2cfb-47a6-8282-769e860447c1,aggregated,"[640, 427]",1305.34,1305.34,192.26,28.28,49.7698331381733,1305.335068727871,3499391979_76c0c01a3c_z_degraded.jpg,1,car
2773,"[['dog', 0.34669917821884155]]",52796529-231f-49d7-a09c-74673770ed7d,aggregated,"[639, 313]",5209.96,5209.96,143.04,77.72,34.119305824296156,5209.9649980957765,387284206_360c4e3d6e_z_degraded.jpg,1,dog
2774,"[['person', 0.30216309428215027]]",73face51-2ef0-49c5-ab43-5bd602bbd304,aggregated,"[640, 480]",5858.87,5858.87,138.98,83.99,52.64583333333333,5858.867770138887,18068160735_6c2f214265_z_degraded.jpg,0,bicycle
2775,"[['train', 0.3947291374206543], ['truck', 0.2985460013151169], ['truck', 0.2838895618915558]]",240ef3fd-213b-427e-9da8-505a0c443f96,aggregated,"[640, 480]",3138.93,3138.93,158.23,32.93,43.48404947916667,3138.925333534993,6097504753_2971a9eaa6_z_degraded.jpg,0,car
2776,"[['person', 0.8642355501651764]]",5ac6999a-7e15-4a36-ab1f-6eca14097415,aggregated,"[640, 425]",1411.15,1411.15,181.26,99.53,34.18051470588235,1411.146558608942,9755183855_953c4f062c_z_degraded.jpg,0,bicycle
2777,"[['person', 0.40901872515678406], ['person', 0.7876520752906799], ['umbrella', 0.2835240662097931]]",e9742b23-ca4a-477b-a357-83479825676f,aggregated,"[640, 480]",921.22,921.22,169.0,63.92,5.096679687500001,921.2162755380842,4901520304_aa5c10705e_z_degraded.jpg,1,person
2778,"[['car', 0.33067578077316284]]",3fbd9ed0-1748-4526-9934-35e00ef8d7fb,aggregated,"[640, 427]",4003.07,4003.07,177.68,45.25,55.22394613583138,4003.0741341659846,5466970559_0f7b06bcd6_z_degraded.jpg,1,car
2779,"[['person', 0.5410550236701965], ['person', 0.65146404504776], ['horse', 0.6496804356575012]]",a28a5293-68a7-4f98-ada9-8c0f3b256082,aggregated,"[640, 424]",2957.87,2957.87,199.65,55.34,56.43167747641509,2957.873295913213,5827517048_a890acd7e6_z_degraded.jpg,0,dog
2780,"[['elephant', 0.4732551574707031]]",cb5c053e-e3c5-46e6-a526-c30d620cfbaa,aggregated,"[640, 496]",4631.88,4631.88,167.83,80.96,28.329763104838708,4631.876380314652,36110689_9cbbccb36a_z_degraded.jpg,0,dog
2781,"[['bicycle', 0.9029969274997711], ['person', 0.7770604491233826]]",a496bbde-dc2a-4f81-a569-ac8bb46e3106,aggregated,"[640, 426]",581.78,581.78,233.2,44.18,77.79416079812206,581.7830252086967,5877731495_29cc1a6c57_z_degraded.jpg,1,bicycle
2782,"[['bear', 0.2982330322265625]]",b1e7c83e-d96b-446d-82a7-93960fdda980,aggregated,"[640, 480]",2184.74,2184.74,165.71,56.11,19.744466145833332,2184.741789387343,138805025_80da2e3a82_z_degraded.jpg,0,cat
2783,"[['person', 0.683975875377655]]",8a8dec09-0f03-4a22-a7a8-1acc7fa635a7,aggregated,"[480, 640]",2182.47,2182.47,168.36,112.43,40.634114583333336,2182.4730011604206,4479906928_4ab0604d1c_z_degraded.jpg,1,person
2784,"[['truck', 0.4947974979877472], ['person', 0.47719836235046387], ['truck', 0.432778000831604], ['car', 0.8685993552207947], ['car', 0.7094972133636475], ['car', 0.5377522110939026], ['stop sign', 0.49558886885643005], ['car', 0.4282016456127167], ['person', 0.3372595012187958]]",2e0c619d-dcea-4685-9549-f99e6628321f,aggregated,"[640, 427]",1602.15,1602.15,215.68,31.88,61.31586651053864,1602.1482299804154,6010263871_df93fb6382_z_degraded.jpg,1,car
2785,"[['person', 0.891654908657074], ['tie', 0.6560720503330231], ['person', 0.3498131334781647], ['person', 0.33160561323165894], ['person', 0.2526768147945404]]",fd7301e3-b6cd-4fd6-9431-db6d4affc04e,aggregated,"[639, 428]",1384.91,1384.91,200.79,30.1,58.08104076170418,1384.912078222552,2522213440_edbcb5ba05_z_degraded.jpg,1,person
2786,"[['elephant', 0.33454565703868866], ['person', 0.39697277545928955]]",55b80f2a-9bf8-448c-a144-b6423e998bfd,aggregated,"[640, 424]",656.87,656.87,168.55,107.97,33.490566037735846,656.8725323423315,5589760101_cf3ec6080e_z_degraded.jpg,0,dog
2787,"[['motorcycle', 0.4107229709625244]]",d8535053-02b5-4779-bba4-4e7277d29cb7,aggregated,"[640, 480]",1759.99,1759.99,191.22,85.67,55.03483072916667,1759.9869730791625,2468082692_49ec682990_z_degraded.jpg,0,car
2788,"[['truck', 0.7511798739433289], ['bench', 0.27881157398223877], ['car', 0.9214480519294739]]",5ad53e28-b7ac-4885-9b80-6e353fbf72fa,aggregated,"[640, 427]",2915.89,2915.89,196.78,20.9,66.91269028103044,2915.8936248921405,2525539133_73f08a9471_z_degraded.jpg,1,car
2789,"[['car', 0.5497963577508926], ['truck', 0.8165857791900635], ['car', 0.45478546619415283]]",4e04dcf6-d5d1-46c0-8ab2-f6e58e086dee,aggregated,"[640, 494]",9247.32,9247.32,171.43,45.82,45.92200151821862,9247.315500857987,3141821008_3743fb8be5_z_degraded.jpg,1,car
2790,"[['dog', 0.28870147466659546], ['cat', 0.2858731150627136]]",63b19092-2a7b-4c19-af3a-08ed05284be6,aggregated,"[640, 427]",201.16,201.16,99.19,131.15,10.442403395784543,201.15760359685476,207320225_2446b6cf11_z_degraded.jpg,1,cat
2791,"[['person', 0.7880582809448242]]",17364663-f41d-4d82-8013-6c6b4b24824d,aggregated,"[480, 640]",484.98,484.98,164.31,104.22,16.965494791666668,484.9845041846276,3195432512_d0a96b2967_z_degraded.jpg,1,person
2792,"[['cat', 0.33336693048477173]]",16ef705d-3b5e-4d0f-8a52-36368028a21d,aggregated,"[640, 480]",106.28,106.28,139.33,94.24,48.4169921875,106.27736286604139,17594682014_fcd2ac5ca3_z_degraded.jpg,1,cat
2793,"[['elephant', 0.6077635884284973], ['bird', 0.5920128226280212]]",6793a0c2-af3b-4493-b881-eb9294038e6a,aggregated,"[640, 425]",3433.05,3433.05,143.57,116.04,9.69375,3433.0457496364616,3895919953_9ba2530425_z_degraded.jpg,0,cat
2794,"[['clock', 0.8063541054725647], ['clock', 0.38068798184394836], ['bicycle', 0.6836473941802979], ['kite', 0.2875298857688904], ['bicycle', 0.2763608396053314]]",efa5614b-55b8-4048-8a64-2ad324df23f7,aggregated,"[640, 480]",4685.38,4685.38,212.27,39.83,64.23177083333333,4685.379756833225,2746929519_3599d54cfb_z_degraded.jpg,1,bicycle
2795,"[['person', 0.46648916602134705]]",417b2367-b98f-4b5d-a673-c1e1f1fc8e2c,aggregated,"[612, 612]",3021.69,3021.69,189.48,70.7,52.106294587551794,3021.6860505511886,8526465743_29a9320d16_z_degraded.jpg,0,cat
2796,"[['umbrella', 0.27298054099082947]]",bd4881a3-b72c-43ee-9e38-ec470c72ff16,aggregated,"[640, 425]",7456.13,7456.13,179.05,95.15,10.836764705882352,7456.132338726092,2433290346_8482cac895_z_degraded.jpg,0,car
2797,"[['cat', 0.8662283420562744], ['cat', 0.6916358470916748]]",fa9c97cb-ed12-4520-adb1-4d9bd6a61138,aggregated,"[639, 472]",861.41,861.41,128.52,173.46,16.100368690485663,861.4056592156699,258460789_c4baeb300a_z_degraded.jpg,1,cat
2798,"[['person', 0.8384418189525604], ['person', 0.2557673454284668], ['person', 0.5808813571929932], ['person', 0.5499634146690369], ['person', 0.531308650970459], ['person', 0.32386544346809387]]",bf6d0a24-5d9f-4a64-bb7e-66b82dcc645e,aggregated,"[428, 640]",2316.88,2316.88,162.12,56.94,33.466705607476634,2316.8760490398827,7742706992_27215ef7f8_z_degraded.jpg,1,person
2799,"[['backpack', 0.53190678358078], ['motorcycle', 0.6203993260860443], ['bicycle', 0.4782490134239197]]",c78c85aa-b7af-4de1-a5cf-5c8a79ff146a,aggregated,"[640, 427]",532.32,532.32,147.44,22.44,5.637441451990632,532.3237150648154,5402229494_570e48f7f9_z_degraded.jpg,1,bicycle
2800,"[['clock', 0.8063541054725647], ['clock', 0.38068798184394836], ['bicycle', 0.6836473941802979], ['kite', 0.2875298857688904], ['bicycle', 0.2763608396053314]]",dcd09336-f660-46b0-8e09-83f38caeb2ed,aggregated,"[640, 480]",4685.38,4685.38,212.27,39.83,64.23177083333333,4685.379756833225,2746929519_3599d54cfb_z_degraded.jpg,1,bicycle
2801,"[['elephant', 0.2951827049255371], ['dog', 0.3106491416692734]]",c09c6eb7-60fe-4034-b166-a3a58a489c3f,aggregated,"[640, 521]",9440.16,9440.16,135.98,83.98,13.632137715930902,9440.159784402964,4163439575_7c6a260e8e_z_degraded.jpg,1,dog
2802,"[['person', 0.8126227259635925], ['person', 0.7906441986560822], ['person', 0.7626878917217255], ['person', 0.7471140325069427], ['person', 0.6837145090103149], ['person', 0.6049997210502625], ['person', 0.6840870082378387], ['person', 0.5853514075279236], ['person', 0.41124626994132996], ['person', 0.2903156578540802], ['person', 0.2655872404575348], ['person', 0.7058490514755249], ['person', 0.7000879645347595], ['person', 0.655369222164154], ['person', 0.5415129065513611], ['person', 0.2803988754749298], ['person', 0.26612773537635803], ['person', 0.25871190428733826]]",a1d6f3cb-f426-4e78-baa2-b0e45b5b6a9d,aggregated,"[640, 480]",4530.67,4530.67,129.0,125.55,22.255859375,4530.666021129598,16433605163_8c9393beb1_z_degraded.jpg,1,person
2803,"[['car', 0.5245136717955271], ['fire hydrant', 0.7162056565284729], ['person', 0.330233633518219]]",6ca758eb-516a-48e7-b2c8-39ac75b16c29,aggregated,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
2804,"[['person', 0.8462638854980469], ['person', 0.7808552086353302], ['person', 0.4664797782897949], ['person', 0.3949161171913147], ['teddy bear', 0.7265165448188782], ['chair', 0.6424134373664856], ['person', 0.6136698722839355], ['chair', 0.5640379786491394], ['person', 0.5605791211128235], ['chair', 0.5055232048034668], ['person', 0.4364205002784729], ['person', 0.27677175402641296], ['person', 0.253169447183609]]",62c9cd50-1171-47e1-899f-3690edba29b4,aggregated,"[640, 496]",2036.41,2036.41,186.44,83.65,48.61706149193549,2036.4060055700375,2392419690_8495e2b2c9_z_degraded.jpg,1,person
2805,"[['elephant', 0.420514851808548]]",e85a7ed8-e98d-46b7-a080-34ff1b642506,aggregated,"[640, 480]",450.62,450.62,211.79,44.3,46.4267578125,450.6196658078405,2814480856_385049d567_z_degraded.jpg,0,dog
2806,"[['person', 0.7880582809448242]]",2bcbcfc3-720b-41d7-bd84-ccb074fc758b,aggregated,"[480, 640]",484.98,484.98,164.31,104.22,16.965494791666668,484.9845041846276,3195432512_d0a96b2967_z_degraded.jpg,1,person
2807,"[['truck', 0.7511798739433289], ['bench', 0.27881157398223877], ['car', 0.9214480519294739]]",e6cc9511-fdf9-4971-8498-0f1b168ebabf,aggregated,"[640, 427]",2915.89,2915.89,196.78,20.9,66.91269028103044,2915.8936248921405,2525539133_73f08a9471_z_degraded.jpg,1,car
2808,"[['cat', 0.4839063584804535], ['mouse', 0.44071391224861145], ['cell phone', 0.4719906151294708]]",1518ab21-f2b9-4c20-ba94-5d3e2b2a3e35,aggregated,"[640, 427]",1153.07,1153.07,167.9,60.91,58.36834016393443,1153.0654639281524,7685782426_d3615820e9_z_degraded.jpg,1,cat
2809,"[['person', 0.41100117564201355], ['skateboard', 0.31765925884246826], ['person', 0.7828333973884583], ['person', 0.4567781686782837]]",84841c53-cc25-4646-877c-a4cb8ce7388f,aggregated,"[640, 427]",837.25,837.25,173.9,86.47,46.36416861826697,837.2504728417913,8651904899_c2632fe751_z_degraded.jpg,0,bicycle
2810,"[['person', 0.6994962990283966], ['suitcase', 0.5423478484153748], ['person', 0.5952592641115189], ['person', 0.296509712934494]]",57825082-2852-4bb7-9d5f-5605b9955e79,aggregated,"[640, 463]",1992.76,1992.76,164.7,93.59,12.208085853131749,1992.7607668209225,15543230406_71c5a59208_z_degraded.jpg,1,person
2811,"[['dog', 0.5203328132629395]]",20755bad-74f5-4d3b-96d9-8f655337b0a2,aggregated,"[640, 427]",1609.06,1609.06,141.15,79.89,34.76251463700234,1609.056540640423,506974894_b74672813b_z_degraded.jpg,1,dog
2812,"[['dog', 0.4235345125198364]]",d5f0709d-6469-474c-aa76-8805a3f8a7d8,aggregated,"[640, 427]",933.6,933.6,118.64,149.01,13.680474238875878,933.6033949342172,3968015804_ac83717a19_z_degraded.jpg,1,dog
2813,"[['clock', 0.4088550806045532], ['bicycle', 0.513109415769577]]",6d9629f7-997a-4d5a-9e98-00fe79d1b634,aggregated,"[640, 480]",6863.36,6863.36,218.76,15.77,80.98502604166666,6863.3612333454475,8106854318_06c1cc0fc3_z_degraded.jpg,1,bicycle
2814,[],911c3b8a-51a9-4ed8-83c8-0c0676778d8e,aggregated,"[640, 480]",3291.56,3291.56,222.23,23.45,73.408203125,3291.56088793229,2883059364_a6ccfaf69a_z_degraded.jpg,0,bicycle
2815,"[['person', 0.3242400586605072], ['person', 0.8376173377037048], ['bicycle', 0.25801438093185425]]",9dccd8f4-d445-4723-8727-1708c2cf49a9,aggregated,"[640, 480]",5628.63,5628.63,182.81,86.74,31.847981770833332,5628.6325811055385,224422461_dddd4c8e99_z_degraded.jpg,1,bicycle
2816,"[['cat', 0.49406036734580994]]",53ca9c08-1a29-493b-b66b-1576b9b7b73d,aggregated,"[640, 487]",6984.33,6984.33,114.11,111.64,22.096060061601644,6984.328210383378,9573099282_bbc0b12c70_z_degraded.jpg,1,cat
2817,"[['car', 0.8686473667621613], ['car', 0.6409938782453537], ['person', 0.3082384467124939]]",5a47d19c-9431-478f-ba05-4125970a5485,aggregated,"[640, 426]",1462.86,1462.86,196.27,57.38,56.537191901408455,1462.8587573219052,15490190390_d64fe16141_z_degraded.jpg,1,car
2818,"[['bicycle', 0.8469503819942474], ['person', 0.6499589085578918], ['bicycle', 0.7710943520069122], ['person', 0.5228343605995178], ['bicycle', 0.3730771243572235], ['person', 0.8692902326583862], ['person', 0.8227813243865967], ['person', 0.6503034234046936], ['bicycle', 0.3619391918182373]]",3448c362-62dd-4a30-b5d7-6dcecb786b2d,aggregated,"[640, 480]",3036.92,3036.92,205.09,70.06,50.9267578125,3036.9242641852056,15333662010_2f428f7e2f_z_degraded.jpg,1,bicycle
2819,"[['dog', 0.6433910131454468]]",70a1f870-8462-4f05-a8f7-1b5775bd490a,aggregated,"[639, 600]",2010.37,2010.37,205.69,99.66,35.40114762649974,2010.3740554261574,14869105327_a74f23fa8a_z_degraded.jpg,1,dog
2820,"[['clock', 0.46406663954257965]]",fff09028-eac0-4a54-b26b-bbaca96c46a9,aggregated,"[640, 400]",1626.04,1626.04,239.19,7.23,87.811328125,1626.040241048813,1229448893_42c357ea12_z_degraded.jpg,0,bicycle
2821,"[['person', 0.5065903663635254]]",69ced3d3-3434-4c08-a870-60ea4d8a14d7,aggregated,"[640, 520]",47.17,47.17,249.01,8.38,98.70913461538461,47.16954326832788,15237426722_a51d199f2f_z_degraded.jpg,0,cat
2822,"[['person', 0.5655656456947327], ['train', 0.5510252714157104]]",9ff42d32-fc99-46fa-935f-79a957fc3f03,aggregated,"[469, 639]",1763.34,1763.34,149.68,77.25,41.9975908519108,1763.3406845729774,202416281_527efb7418_z_degraded.jpg,1,person
2823,"[['bicycle', 0.5648839026689529]]",5ab85bd5-2a65-4ea9-b31d-67a59f383883,aggregated,"[640, 427]",2359.41,2359.41,144.58,135.72,25.02781030444965,2359.4077514819833,11484364375_4180af41fc_z_degraded.jpg,1,bicycle
2824,"[['cat', 0.8534237146377563]]",37534564-8752-4ad0-bd81-493326e93a0e,aggregated,"[639, 422]",1275.34,1275.34,181.83,31.91,45.10157310370914,1275.3352621350548,2177230709_086e9d23d8_z_degraded.jpg,1,cat
2825,"[['clock', 0.7164868116378784], ['clock', 0.29075995087623596]]",737e90c9-29a3-47e6-81ef-24ea7510a2cc,aggregated,"[640, 424]",7594.06,7594.06,191.08,93.01,63.37116745283019,7594.062954304451,5974549533_83d56b822d_z_degraded.jpg,0,cat
2826,"[['suitcase', 0.5624712705612183], ['cat', 0.5402161478996277]]",bcb34116-3a80-4cf6-bca1-d642c3b5f8ec,aggregated,"[463, 640]",6131.9,6131.9,102.34,131.62,17.050485961123112,6131.896172818859,412652687_4d6cb46129_z_degraded.jpg,1,cat
2827,"[['train', 0.2904568165540695]]",3c80274c-240e-40aa-91e0-bad9ca824c9a,aggregated,"[640, 427]",1932.65,1932.65,160.39,75.27,43.48507025761124,1932.6452005235044,953262953_340a098204_z_degraded.jpg,0,car
2828,"[['truck', 0.4947974979877472], ['person', 0.47719836235046387], ['truck', 0.432778000831604], ['car', 0.8685993552207947], ['car', 0.7094972133636475], ['car', 0.5377522110939026], ['stop sign', 0.49558886885643005], ['car', 0.4282016456127167], ['person', 0.3372595012187958]]",a6c4a971-0aad-454d-ab59-b70f5cb9f77a,aggregated,"[640, 427]",1602.15,1602.15,215.68,31.88,61.31586651053864,1602.1482299804154,6010263871_df93fb6382_z_degraded.jpg,1,car
2829,"[['kite', 0.501113697886467], ['person', 0.5614770154158274], ['kite', 0.5228167772293091], ['bicycle', 0.8249650001525879], ['person', 0.5507239103317261], ['person', 0.4738706648349762], ['person', 0.4593084752559662], ['person', 0.3269491195678711], ['person', 0.32153990864753723], ['person', 0.2874450087547302], ['person', 0.2548435926437378]]",5cd92f14-8673-422c-9bf5-7743ffe97587,aggregated,"[427, 640]",3556.07,3556.07,164.21,44.67,37.82860070257612,3556.0685153143495,9157606630_2ef852a3ee_z_degraded.jpg,1,bicycle
2830,"[['bicycle', 0.321422278881073]]",afdb0e20-e8c2-4913-96a4-31f6c1d74975,aggregated,"[640, 640]",8203.97,8203.97,182.78,58.05,44.7900390625,8203.973811453763,10218081326_b6a2dd98f5_z_degraded.jpg,0,car
2831,"[['dog', 0.7165466547012329]]",ac505bd4-3303-4b70-b005-1861e3554960,aggregated,"[640, 640]",33.44,33.44,228.41,38.79,77.795166015625,33.4416479489267,3197300261_4e5e9c5e3e_z_degraded.jpg,1,dog
2832,"[['cat', 0.3243187963962555], ['cat', 0.309903085231781]]",156c4e8f-f2ce-4b6b-b7f7-f6a9fe20d5ec,aggregated,"[640, 480]",219.95,219.95,203.62,38.63,56.83984375000001,219.95305970556467,9478594118_5861e54c87_z_degraded.jpg,1,cat
2833,"[['bear', 0.3898502290248871]]",19689b22-61f9-4aed-9abc-5c493fae9dee,aggregated,"[640, 480]",3001.31,3001.31,160.96,84.03,34.440755208333336,3001.310465544593,1980856023_6049619444_z_degraded.jpg,0,cat
2834,[],4c063ac5-c392-4b1e-bd12-b4dfa3e3d4e6,aggregated,"[640, 480]",76.4,76.4,121.02,112.54,35.775390625,76.39644147058065,80536950_5993089209_z_degraded.jpg,0,cat
2835,"[['dog', 0.6433910131454468]]",d9d97b74-9ebf-4dfd-bd1e-65fb49f14423,aggregated,"[639, 600]",2010.37,2010.37,205.69,99.66,35.40114762649974,2010.3740554261574,14869105327_a74f23fa8a_z_degraded.jpg,1,dog
2836,"[['person', 0.7467020153999329]]",54d18631-16f9-43c3-8220-68fb627be4a8,aggregated,"[640, 428]",1041.84,1041.84,198.3,82.56,29.430855724299064,1041.8416404105724,15083791924_c7195faca3_z_degraded.jpg,1,person
2837,"[['elephant', 0.6116513311862946]]",c28a473d-a0e4-4ee2-83af-4716c08e724f,aggregated,"[640, 480]",693.88,693.88,210.58,45.0,55.33886718750001,693.8845198769463,20646999908_c3400d3ef6_z_degraded.jpg,0,dog
2838,"[['elephant', 0.535198986530304], ['bird', 0.5118571817874908]]",e672060b-453b-41e5-8843-482ff947128a,aggregated,"[640, 427]",1604.92,1604.92,114.03,44.02,47.96289519906323,1604.9240558683045,5878631770_0c5592a1ee_z_degraded.jpg,0,dog
2839,"[['dog', 0.5819846391677856]]",6f7c609c-41f2-4573-b929-39fd444b2479,aggregated,"[617, 640]",152.81,152.81,199.41,91.81,33.36456645056726,152.81007484342302,8343384446_ebe3bc86ce_z_degraded.jpg,1,dog
2840,"[['fire hydrant', 0.4771709442138672], ['bird', 0.8728957176208496]]",108b77d6-1289-4878-84c7-70b3ae21edc2,aggregated,"[480, 640]",2854.21,2854.21,210.95,28.44,61.49121093750001,2854.210006487995,235979174_fcd7ef1374_z_degraded.jpg,0,dog
2841,"[['clock', 0.679582417011261], ['car', 0.45701363682746887]]",88ffed69-a825-49d5-9210-5b916ca3123e,aggregated,"[640, 424]",2314.11,2314.11,148.07,96.34,12.554171580188681,2314.112923916429,9238365388_d2bb1bb2e4_z_degraded.jpg,1,car
